model,condition,file,category
llava16,short32,synthetic_every_name_excluded_by_support_42,every_name_excluded_by_support
llava16,short32,synthetic_every_name_excluded_by_support_43,every_name_excluded_by_support
llava16,short32,synthetic_every_name_excluded_by_support_44,every_name_excluded_by_support
llava16,short32,synthetic_every_name_excluded_by_support_45,every_name_excluded_by_support
llava16,short32,synthetic_every_name_excluded_by_support_46,every_name_excluded_by_support
llava16,short32,synthetic_every_name_excluded_by_support_47,every_name_excluded_by_support
llava16,short32,synthetic_every_name_excluded_by_support_48,every_name_excluded_by_support
llava16,short32,synthetic_every_name_excluded_by_support_49,every_name_excluded_by_support
llava16,short32,synthetic_every_name_excluded_by_support_50,every_name_excluded_by_support
llava16,short32,synthetic_every_name_excluded_by_support_51,every_name_excluded_by_support
llava16,short32,synthetic_every_name_excluded_by_support_52,every_name_excluded_by_support
llava16,short32,synthetic_every_name_excluded_by_support_53,every_name_excluded_by_support
llava16,short32,synthetic_every_name_excluded_by_support_54,every_name_excluded_by_support
llava16,short32,synthetic_every_name_excluded_by_support_55,every_name_excluded_by_support
llava16,short32,synthetic_every_name_excluded_by_support_56,every_name_excluded_by_support
llava16,short32,synthetic_every_name_excluded_by_support_57,every_name_excluded_by_support
llava16,short32,synthetic_remaining_score_constraints_incompatible_0,remaining_score_constraints_incompatible
llava16,short32,synthetic_remaining_score_constraints_incompatible_1,remaining_score_constraints_incompatible
llava16,short32,synthetic_remaining_score_constraints_incompatible_2,remaining_score_constraints_incompatible
llava16,short32,synthetic_remaining_score_constraints_incompatible_3,remaining_score_constraints_incompatible
llava16,short32,synthetic_remaining_score_constraints_incompatible_4,remaining_score_constraints_incompatible
llava16,short32,synthetic_remaining_score_constraints_incompatible_5,remaining_score_constraints_incompatible
llava16,short32,synthetic_remaining_score_constraints_incompatible_6,remaining_score_constraints_incompatible
llava16,short32,synthetic_remaining_score_constraints_incompatible_7,remaining_score_constraints_incompatible
llava16,short32,synthetic_remaining_score_constraints_incompatible_8,remaining_score_constraints_incompatible
llava16,short32,synthetic_remaining_score_constraints_incompatible_9,remaining_score_constraints_incompatible
llava16,short32,synthetic_remaining_score_constraints_incompatible_10,remaining_score_constraints_incompatible
llava16,short32,synthetic_remaining_score_constraints_incompatible_11,remaining_score_constraints_incompatible
llava16,short32,synthetic_remaining_score_constraints_incompatible_12,remaining_score_constraints_incompatible
llava16,short32,synthetic_remaining_score_constraints_incompatible_13,remaining_score_constraints_incompatible
llava16,short32,synthetic_remaining_score_constraints_incompatible_14,remaining_score_constraints_incompatible
llava16,short32,synthetic_remaining_score_constraints_incompatible_15,remaining_score_constraints_incompatible
llava16,short32,synthetic_remaining_score_constraints_incompatible_16,remaining_score_constraints_incompatible
llava16,short32,synthetic_remaining_score_constraints_incompatible_17,remaining_score_constraints_incompatible
llava16,short32,synthetic_remaining_score_constraints_incompatible_18,remaining_score_constraints_incompatible
llava16,short32,synthetic_remaining_score_constraints_incompatible_19,remaining_score_constraints_incompatible
llava16,short32,synthetic_remaining_score_constraints_incompatible_20,remaining_score_constraints_incompatible
llava16,short32,synthetic_remaining_score_constraints_incompatible_21,remaining_score_constraints_incompatible
llava16,short32,synthetic_remaining_score_constraints_incompatible_22,remaining_score_constraints_incompatible
llava16,short32,synthetic_remaining_score_constraints_incompatible_23,remaining_score_constraints_incompatible
